"campaignid","sample","count","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","family","genus","species","caab_code"
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","47",13,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","49",12,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","50",2,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","50",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","51",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","52",19,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","53",11,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","54",8,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","54",8,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","55",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","56",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","57",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","57",19,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","62",8,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","63",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","63",19,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","61",13,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","61",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","67",16,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","68",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","69",4,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","70",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","74",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","74",2,"Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,11001000
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","74",8,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","75",4,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","75",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","76",9,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","77",14,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","79",9,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","80",12,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","80",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","81",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","82",14,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","83",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","83",1,"Biota","Echinoderms",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","84",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","85",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","86",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","87",15,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","88",12,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","89",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","90",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","90",13,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","91",9,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","92",7,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","92",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","93",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","94",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","94",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","94",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","95",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","96",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","97",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","97",2,"Biota","Echinoderms",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","98",3,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","98",12,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","99",4,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","100",20,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","101",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","101",14,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","107",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","107",13,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","129",11,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","129",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","131",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","132",5,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","135",5,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","135",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","136",5,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","137",11,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","137",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","138",8,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","142",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","143",20,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","144",6,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","144",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","145",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","146",1,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","146",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","147",15,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","148",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","149",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","149",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","150",1,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","150",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","160",12,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","160",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","161",5,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","161",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","162",1,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","163",14,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","164",19,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","165",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","166",3,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","167",20,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","168",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","172",1,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","170",6,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","170",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","175",12,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","171",7,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","171",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","176",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","176",3,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","176",16,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","173",2,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","173",11,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","178",17,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","179",7,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","179",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","180",18,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","181",3,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","181",17,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","182",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","182",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","183",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","183",2,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","183",17,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","184",13,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","185",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","185",2,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","185",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","186",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","187",20,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","201",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","202",2,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","202",5,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","203",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","203",8,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","203",8,"Biota","Echinoderms",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","204",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","204",4,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","205",13,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","206",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","206",19,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","207",9,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","207",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","208",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","208",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","209",6,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","209",5,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","210",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","210",9,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","210",5,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","211",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","212",14,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","213",1,"Biota","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","213",11,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","214",8,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","214",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","215",3,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","215",5,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","215",12,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","216",2,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","216",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","217",16,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","218",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","219",6,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","219",2,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","220",1,"Biota","Cnidaria","Corals","Black & Octocorals",NA,NA,NA,NA,NA,NA,NA,11168901
"2021-04_Tasman_Fracture_CMR_stereoBRUVs","220",11,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","1_1",4,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"202107_Huon_AMP_stereo_BRUV","1_1",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","1_2",10,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"202107_Huon_AMP_stereo_BRUV","1_3",4,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"202107_Huon_AMP_stereo_BRUV","1_3",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","1_4",1,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"202107_Huon_AMP_stereo_BRUV","1_4",7,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","1_5",1,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"202107_Huon_AMP_stereo_BRUV","1_5",9,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","1_6",9,"Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA,NA,NA,NA,NA,82001005
"202107_Huon_AMP_stereo_BRUV","1_6",6,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","2_1",10,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","2_2",1,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
"202107_Huon_AMP_stereo_BRUV","2_2",19,"Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"202107_Huon_AMP_stereo_BRUV","2_3",2,"Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07
